path,sha256,bytes,lines,category,upstream_path,upstream_similarity,provisional_provenance,evidence,migration_disposition,disposition_reason,human_review_required,human_review_status,human_review_note
legacy/examples/daal4py/data/distributed/naivebayes_test_dense.csv,0a10035e77162dc619410f272a60e67fafc05df0e4cf4a11d3ba8b704f518fa4,243674,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/naivebayes_test_labels.csv,e80339115a052a36067d5b4f2e85b1adfc986b86a64660d64370bbd5c62891a2,5043,2000,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/naivebayes_train_csr.csv,827fa97eb66360be7ef79bcd9a1f3439b70edd6686c2ddf5c042329d68458b5b,593725,4,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/naivebayes_train_dense.csv,7f739300f2687922b76202d5791b01c05229b1bc38341ae9f57bfd14427a6ce3,654477,8001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/naivebayes_train_labels.csv,dd06bb9f3314c8857e710fc70655c208a7c0e8a18fa340b3cffdb8581c602a65,19956,8001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/pca_normalized_1.csv,eb6c98c8bc3fefd01d657a9b4b5c57bbb290443991fe222ff488a41e3c894620,23786,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/pca_normalized_2.csv,62ccffbccdeecbff548801b9b279d3b2c8aa5ed6dcce0f20123d3fcc43403ac1,23717,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/pca_normalized_3.csv,b7d354ee147cbdd54f102ef384c877bd4d645ccf0393e09aeeb86a8988e176b4,23724,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/pca_normalized_4.csv,c678ea9ed8b0ebaa52734516c0adb508befdf517db54167fa5801af6f3541722,23780,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/qr_1.csv,fbca275487bee66c76d0fca11f7c05cdc4e429f54ff492c086075e55b5fe7b4e,680063,4001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/qr_2.csv,6cf511cddb81e9135f0e6e922af03f0275dcd9609558c6883bbda9e17369c9e3,680138,4001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/qr_3.csv,077499ad3098e960d1d129ac1a4c8b26f4f2e8e7cb8e92f62c6ed0cd47a13a90,680253,4001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/qr_4.csv,d89b680e1239f0a58d90f0ed8348ee2c85f0b5af4acd8dd19b01510e322c5548,680504,4001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/svd_1.csv,8c6d89f3a396c35bc5ed829194631eb902880a4be4be828950c782b7baa9a231,676063,4001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/svd_2.csv,299a5940aa967da7f867d10de8946b1bee0bf5acfe4e2088e6e7a5150bfdbef3,676138,4001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/svd_3.csv,74c43c7f8c353c53447497eaa412549f8569096dc67127961d5c417da9276ca8,676253,4001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/svd_4.csv,ec8190a5e5cf1649714f5d29c8d1cddfe1276400e24d0f8eaf666eed833e401e,676504,4001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/dbscan.py,3b3c3a72580ba9e7025acc9fed3f5e7180cf5ae522b6c34c1a1e9f146c13e7a1,2360,68,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/dbscan_spmd.py,e72335b62faa5324ea676d5acaf060480969b7c43467c957af755e08c3a1e650,1850,61,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/decision_forest_classification_default_dense.py,1575274c0485856f0ffa573900ef1976363c06fe8b44c7f41928c50658709972,3192,85,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/decision_forest_classification_hist.py,b818f53e53d974bd35aae7b4ec1d82272b9f28264b8f13c0b773b419c75d94b1,3242,87,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/decision_forest_classification_traverse.py,fe352057be464f607fddff830ce8fb9273b39965bb38d4452e393100fff7a25a,2297,59,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/decision_forest_regression_default_dense.py,9db74512ec93b305df18f20779eb93c403d7b7fd4a4ef42d52622e55acaacf4c,3017,75,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/decision_forest_regression_hist.py,135e365129d7956465be973361da07232b7a82c59c39b69ef1ac9b0d9a31be89,3067,77,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/decision_forest_regression_traverse.py,faf8c17ba93d2e78cbb9f51f2b992012f8b6fd82703240486f177ac32f4f0c34,2178,57,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/decision_tree_classification.py,afdaaf3064f5061e3deda19c195fc99a524631c99e554b8c7b12474eb00d387c,2570,66,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/decision_tree_classification_traverse.py,892895b4f3c5c2fabb396e5acda66dd8b21286ed8f93b437ed33961dfe263999,2106,57,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/decision_tree_regression.py,3f0ff9956a73b9ba4ece892c32ec4f57af66b0ba66d4748c5319477b9cfcf5b5,2531,67,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/decision_tree_regression_traverse.py,1b1d5833a97c039bc59f61190c9f5006506c270f40bf9d8a77b760bb3a92dc7a,2094,57,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/distributions_bernoulli.py,694ae6def3abf113e08580012cd49f03f257759664bd5c89a66d6fc203dd9f43,1418,45,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/distributions_normal.py,58a1512719d2419e48a2ac87f355c59b89609e31164b47dbfa1f91063fc392bd,1665,59,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/distributions_uniform.py,8aba9f59213c095544090c79440bba2e27a72c59fdeb933d0433a3233b9c3351,1664,59,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/elastic_net.py,6aaf1ca428242c1c0a7d40845a26d1f89cbb46dfa6c62f1c7e6150a453c67aa1,2317,64,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/em_gmm.py,0080ab3406a8c9909ebe46664eac091cd8d4dc13d28a2e44f9575d8a7cbf26fc,1799,57,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/gradient_boosted_classification.py,6a983513556b9a2b1934763d434e0f2931b1c5ee2890a90381a629689af29b05,3443,90,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/gradient_boosted_classification_traverse.py,adb4ac9046c733e3895b4630063b04d2af455e920a81795befc950ea50b6e867,2188,57,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/gradient_boosted_regression.py,5cf6ff8348e755ef1a66681c30b9ccc90a0a56489da3b8879817d846759c317c,2778,74,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/gradient_boosted_regression_traverse.py,836872c887b195c32b1731f45e2cfb0fed08af445f2279318583dbb5595cf24a,2169,57,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/implicit_als.py,be00272f1bfee696486e7b95f9808d851ff11bfbe28dbb8c348542af26008a72,1994,59,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/kdtree_knn_classification.py,4c086ef070623b0bc984a52a23b804487232265ef8bb455233cd7b3a8ac43bb4,2650,68,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/kmeans.py,8c3b71d2bc96247e1e5bf8a005577b3b3d49302070cf5d743c44b5459d33ac23,2429,66,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/kmeans_spmd.py,d6b1ae0928b075be0b7bc6b4fda9ff7115d3fd0f698fb02b709fec835edffc42,3228,87,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/lasso_regression.py,90af910f46aac312d1fa14c38cb440954ff79d6cd0dc34bcf02a0bf9d53b0c6d,2699,71,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/lbfgs_cr_entr_loss.py,7daa1cd3c18651894b75a0088f09b49b2f936803ecf48d6692b4301cf4df9047,3324,115,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/lbfgs_mse.py,c0099d4d7a75c186a8976b96347b35eac389adfe34a3075fdf9e7eaaba64595f,2263,69,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/linear_regression.py,3f8e3b8a21984d096c39f1b46781c0780cd65e329dc4992c546889a0362a22cd,2449,65,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/linear_regression_spmd.py,96335a0048c1f30cc0bc00f163bcf8c255531eedfa17e8238c811b023071fc32,2437,68,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/linear_regression_streaming.py,2d85591f08ebb7a74e35c3984dba3157cf4bb84e8be889450761756e5b04cbe8,3068,82,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/log_reg_binary_dense.py,dec913dc1b3091435581370e298f8e3012da3b64634678a66595eb736cb31c9d,2534,68,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
